#! FIELDS dist fes_dist
#! SET normalisation    1.0000000000000000e+00
#! SET min_dist 0.2
#! SET max_dist 0.9
#! SET nbins_dist  100
#! SET periodic_dist false
   2.0000000000000001e-01                      inf
   2.0700000000000002e-01                      inf
   2.1400000000000002e-01                      inf
   2.2100000000000000e-01                      inf
   2.2800000000000001e-01                      inf
   2.3500000000000001e-01   4.1379398801210726e+01
   2.4199999999999999e-01   2.2608236073169557e+01
   2.4900000000000000e-01   1.1826423805505778e+01
   2.5600000000000001e-01   5.0282491971770487e+00
   2.6300000000000001e-01   1.4462323800170251e+00
   2.7000000000000002e-01   3.6097024658317167e-01
   2.7700000000000002e-01   0.0000000000000000e+00
   2.8400000000000003e-01   7.5722572525315623e-01
   2.9100000000000004e-01   2.0228813649678994e+00
   2.9799999999999999e-01   3.6506511905933063e+00
   3.0499999999999999e-01   5.5967790831608486e+00
   3.1200000000000000e-01   6.8015597158005860e+00
   3.1900000000000001e-01   8.2902172697152849e+00
   3.2600000000000001e-01   9.6889985913157037e+00
   3.3299999999999996e-01   1.0848540281064048e+01
   3.3999999999999997e-01   1.1765397080505631e+01
   3.4699999999999998e-01   1.2430542088861460e+01
   3.5399999999999998e-01   1.3075635524361848e+01
   3.6099999999999999e-01   1.3355784095216171e+01
   3.6799999999999999e-01   1.3100320089346893e+01
   3.7500000000000000e-01   1.3123354455007069e+01
   3.8200000000000001e-01   1.2837875054386013e+01
   3.8900000000000001e-01   1.2236837065132770e+01
   3.9600000000000002e-01   1.1862582026305509e+01
   4.0300000000000002e-01   1.0850419402328592e+01
   4.0999999999999998e-01   9.7592245749618840e+00
   4.1699999999999998e-01   9.3111328042294463e+00
   4.2399999999999999e-01   8.3380982305727329e+00
   4.3099999999999999e-01   7.5003845266213141e+00
   4.3800000000000000e-01   6.6825002573276624e+00
   4.4499999999999995e-01   6.2131586578901796e+00
   4.5200000000000001e-01   5.6762024867067442e+00
   4.5899999999999996e-01   5.1276965747346424e+00
   4.6599999999999997e-01   4.7649361552453300e+00
   4.7299999999999998e-01   4.4876903949702172e+00
   4.7999999999999998e-01   4.1463045861961572e+00
   4.8699999999999999e-01   4.1309264957406757e+00
   4.9399999999999999e-01   3.9467322644431082e+00
   5.0100000000000000e-01   3.7010319631559394e+00
   5.0800000000000001e-01   3.4680060363045175e+00
   5.1499999999999990e-01   3.5558013508603885e+00
   5.2200000000000002e-01   3.3776417513805459e+00
   5.2899999999999991e-01   3.3315766229960548e+00
   5.3600000000000003e-01   3.4716141811923311e+00
   5.4299999999999993e-01   3.6533080153270472e+00
   5.5000000000000004e-01   3.9840410780579152e+00
   5.5699999999999994e-01   3.9037200467286599e+00
   5.6400000000000006e-01   4.2638266260204620e+00
   5.7099999999999995e-01   4.3929831360996197e+00
   5.7799999999999996e-01   4.7743757118423886e+00
   5.8499999999999996e-01   4.8800142928828762e+00
   5.9199999999999997e-01   5.1320425900720092e+00
   5.9899999999999998e-01   5.0951911149011480e+00
   6.0599999999999998e-01   5.4985807032085354e+00
   6.1299999999999999e-01   6.0483447980922591e+00
   6.1999999999999988e-01   6.8916247127682126e+00
   6.2700000000000000e-01   7.9293024130594656e+00
   6.3399999999999990e-01   9.3354108025719249e+00
   6.4100000000000001e-01   1.1665751339883096e+01
   6.4799999999999991e-01   1.3827525348806011e+01
   6.5500000000000003e-01   1.6721113204714818e+01
   6.6199999999999992e-01   1.9780322327914853e+01
   6.6900000000000004e-01   2.2982503281756721e+01
   6.7599999999999993e-01   2.7484794642777892e+01
   6.8299999999999994e-01   3.0923651024758065e+01
   6.8999999999999995e-01   3.6474899621708957e+01
   6.9699999999999995e-01   4.2613883338147282e+01
   7.0399999999999996e-01   4.5917463875852178e+01
   7.1099999999999985e-01   5.2603747785471271e+01
   7.1799999999999997e-01   5.5849464058981788e+01
   7.2499999999999987e-01                      inf
   7.3199999999999998e-01                      inf
   7.3899999999999988e-01                      inf
   7.4600000000000000e-01                      inf
   7.5299999999999989e-01                      inf
   7.6000000000000001e-01                      inf
   7.6699999999999990e-01                      inf
   7.7400000000000002e-01                      inf
   7.8099999999999992e-01                      inf
   7.8800000000000003e-01                      inf
   7.9499999999999993e-01                      inf
   8.0200000000000005e-01                      inf
   8.0899999999999994e-01                      inf
   8.1599999999999984e-01                      inf
   8.2299999999999995e-01                      inf
   8.2999999999999985e-01                      inf
   8.3699999999999997e-01                      inf
   8.4399999999999986e-01                      inf
   8.5099999999999998e-01                      inf
   8.5799999999999987e-01                      inf
   8.6499999999999999e-01                      inf
   8.7199999999999989e-01                      inf
   8.7900000000000000e-01                      inf
   8.8599999999999990e-01                      inf
   8.9300000000000002e-01                      inf
   8.9999999999999991e-01                      inf
