#! FIELDS dist file.free der_dist
#! SET min_dist 0.201562
#! SET max_dist 0.75061
#! SET nbins_dist  157
#! SET periodic_dist false
    0.201562000   45.515535363   -0.152222275
    0.205081538   45.512894583   -1.161044298
    0.208601077   45.503557788   -4.400152079
    0.212120615   45.473301510  -13.896437193
    0.215640154   45.386684796  -38.205907780
    0.219159692   45.167428825  -92.417733143
    0.222679231   44.674341963 -197.945593547
    0.226198769   43.685067726 -377.550852344
    0.229718308   41.913648138 -642.604128532
    0.233237846   39.075611695 -978.446419883
    0.236757385   34.998203466 -1335.772420268
    0.240276923   29.737505380 -1636.768998394
    0.243796462   23.638725284 -1799.450458171
    0.247316000   17.298446927 -1768.802810403
    0.250835538   11.417130945 -1543.101291552
    0.254355077    6.599723518 -1177.789934977
    0.257874615    3.179898886 -765.794405159
    0.261394154    1.151185660 -400.778467853
    0.264913692    0.229520252 -143.003599369
    0.268433231    0.000000000   -5.944956679
    0.271952769    0.074210500   36.375515836
    0.275472308    0.199449407   31.564034660
    0.278991846    0.297198764   28.376982561
    0.282511385    0.439030207   58.976747299
    0.286030923    0.758036280  126.087826708
    0.289550462    1.342425597  203.589561250
    0.293070000    2.166105406  256.085059759
    0.296589538    3.100662566  265.730402493
    0.300109077    4.001789133  240.796221067
    0.303628615    4.791883712  208.115106324
    0.307148154    5.493395075  192.862405693
    0.310667692    6.192566361  207.757550641
    0.314187231    6.988970137  245.696814387
    0.317706769    7.926198815  281.878878006
    0.321226308    8.943209955  287.504339972
    0.324745846    9.895770261  243.036230970
    0.328265385   10.617481250  162.022724932
    0.331784923   11.040401772   80.255597887
    0.335304462   11.234860565   38.205697254
    0.338824000   11.378305960   49.857365129
    0.342343538   11.631846000   94.380506050
    0.345863077   12.037782996  130.011034366
    0.349382615   12.499365497  122.300155554
    0.352902154   12.848887217   68.875440933
    0.356421692   12.969186494   -0.897784873
    0.359941231   12.873642280  -47.707324563
    0.363460769   12.695262716  -46.934267625
    0.366980308   12.594685374   -6.790584185
    0.370499846   12.658622782   40.993079358
    0.374019385   12.855349021   62.661320756
    0.377538923   13.060262565   46.935932475
    0.381058462   13.155133885    2.759755772
    0.384578000   13.080641581  -45.283390846
    0.388097538   12.857142110  -79.328982670
    0.391617077   12.543232127  -98.375385023
    0.395136615   12.174074481 -112.190680225
    0.398656154   11.750577472 -129.649952732
    0.402175692   11.263711932 -147.639458878
    0.405695231   10.725272393 -158.345158018
    0.409214769   10.168915600 -156.830893324
    0.412734308    9.633014654 -147.380339934
    0.416253846    9.139777759 -134.530020342
    0.419773385    8.695077330 -119.425166078
    0.423292923    8.303219026 -103.747063111
    0.426812462    7.961292689  -92.937413349
    0.430332000    7.647150848  -88.707113703
    0.433851538    7.336754126  -88.936227951
    0.437371077    7.021822353  -89.977427235
    0.440890615    6.706592012  -90.924734934
    0.444410154    6.383828194  -94.092758706
    0.447929692    6.042689900 -102.337972020
    0.451449231    5.671024316 -109.310228577
    0.454968769    5.289156875 -106.105047526
    0.458488308    4.944692741  -88.034071926
    0.462007846    4.682920825  -61.966525407
    0.465527385    4.511366345  -38.834932458
    0.469046923    4.400209138  -27.536666887
    0.472566462    4.305245616  -28.713570333
    0.476086000    4.189580018  -39.344037417
    0.479605538    4.026507317  -55.191743706
    0.483125077    3.805642222  -71.378085644
    0.486644615    3.541142434  -78.645754835
    0.490164154    3.281381296  -66.390455063
    0.493683692    3.100933214  -34.997253411
    0.497203231    3.046614244    1.532393502
    0.500722769    3.097359783   20.828235417
    0.504242308    3.164072061   11.614606803
    0.507761846    3.158430506  -17.918422439
    0.511281385    3.050401571  -40.972449738
    0.514800923    2.906005441  -37.903023605
    0.518320462    2.819828573  -10.554505255
    0.521840000    2.842503341   20.995357351
    0.525359538    2.949375644   34.430507132
    0.528879077    3.066017950   27.798110742
    0.532398615    3.145391604   15.868881521
    0.535918154    3.199457711   16.690055596
    0.539437692    3.288595010   34.484204245
    0.542957231    3.455053675   57.312546925
    0.546476769    3.677476327   63.917054271
    0.549996308    3.871234308   39.814996344
    0.553515846    3.933627797   -7.503806320
    0.557035385    3.829151063  -50.393342753
    0.560554923    3.626611069  -59.258571929
    0.564074462    3.466063608  -27.213996559
    0.567594000    3.464012849   25.257455615
    0.571113538    3.637663036   67.990883361
    0.574633077    3.911435190   80.233990313
    0.578152615    4.174624176   63.990918939
    0.581672154    4.353423329   35.680923180
    0.585191692    4.436830092   10.953940052
    0.588711231    4.454802247    0.776515915
    0.592230769    4.463075585    4.584047582
    0.595750308    4.505569802   20.525184452
    0.599269846    4.620098804   43.585029820
    0.602789385    4.824990878   71.938881048
    0.606308923    5.134678365  102.918172312
    0.609828462    5.552536425  132.221899057
    0.613348000    6.061456702  153.349666697
    0.616867538    6.618241968  158.363546855
    0.620387077    7.160541726  145.658903384
    0.623906615    7.640108368  124.856484254
    0.627426154    8.057448193  114.139698995
    0.630945692    8.482014149  132.028509848
    0.634465231    9.031532300  184.241542006
    0.637984769    9.814070593  260.890607775
    0.641504308   10.873574710  337.161452174
    0.645023846   12.159867512  386.804986101
    0.648543385   13.555563433  398.109342898
    0.652062923   14.938996272  383.775117006
    0.655582462   16.264662435  370.359661622
    0.659102000   17.582010019  381.124889753
    0.662621538   18.987833228  420.317223449
    0.666141077   20.558021297  470.136973278
    0.669660615   22.292876482  512.079160688
    0.673180154   24.152553535  541.519861498
    0.676699692   26.115171822  574.703911438
    0.680219231   28.228613063  629.316868595
    0.683738769   30.575309019  704.090597590
    0.687258308   33.181717772  770.957724084
    0.690777846   35.946940796  787.595169204
    0.694297385   38.639144231  727.972993667
    0.697816923   40.991653972  598.479620440
    0.701336462   42.815991298  433.946185722
    0.704856000   44.062424015  277.350033890
    0.708375538   44.813715891  155.856191109
    0.711895077   45.212591823   76.986491076
    0.715414615   45.400241111   32.973318000
    0.718934154   45.476076220   12.677131986
    0.722453692   45.504509118    3.976696308
    0.725973231   45.513804109    0.784073590
    0.729492769   45.515908835   -0.000000000
    0.733012308   45.515908835   -0.000000000
    0.736531846   45.515908835   -0.000000000
    0.740051385   45.515908835   -0.000000000
    0.743570923   45.515908835   -0.000000000
    0.747090462   45.515908835   -0.000000000
    0.750610000   45.515908835   -0.000000000
