#! FIELDS dist projection
#! SET min_dist 0.205768
#! SET max_dist 0.722112
#! SET nbins_dist  148
#! SET periodic_dist false
    0.205768000   22.974826129
    0.209280544   22.974404468
    0.212793088   22.972921016
    0.216305633   22.968144062
    0.219818177   22.954657523
    0.223330721   22.919893408
    0.226843265   22.837672741
    0.230355810   22.656027890
    0.233868354   22.275341393
    0.237380898   21.516059808
    0.240893442   20.115114093
    0.244405986   17.856785345
    0.247918531   14.791149894
    0.251431075   11.250113018
    0.254943619    7.699172599
    0.258456163    4.603956188
    0.261968707    2.287871251
    0.265481252    0.836782665
    0.268993796    0.138458153
    0.272506340    0.000000000
    0.276018884    0.230367344
    0.279531429    0.673240430
    0.283043973    1.210987177
    0.286556517    1.770825110
    0.290069061    2.341758636
    0.293581605    2.953288021
    0.297094150    3.629712503
    0.300606694    4.380803786
    0.304119238    5.216715968
    0.307631782    6.120555154
    0.311144327    7.033791649
    0.314656871    7.876231957
    0.318169415    8.601695133
    0.321681959    9.216325246
    0.325194503    9.776298288
    0.328707048   10.355857388
    0.332219592   10.987384908
    0.335732136   11.613152441
    0.339244680   12.120058481
    0.342757224   12.439543805
    0.346269769   12.609913594
    0.349782313   12.741065051
    0.353294857   12.938083094
    0.356807401   13.255716471
    0.360319946   13.674202561
    0.363832490   14.085799066
    0.367345034   14.335250563
    0.370857578   14.320819730
    0.374370122   14.056568205
    0.377882667   13.651168765
    0.381395211   13.255668602
    0.384907755   12.990974746
    0.388420299   12.878930876
    0.391932844   12.856749859
    0.395445388   12.830183423
    0.398957932   12.699220960
    0.402470476   12.395512982
    0.405983020   11.919169090
    0.409495565   11.324236882
    0.413008109   10.687131445
    0.416520653   10.083585243
    0.420033197    9.577837434
    0.423545741    9.192609677
    0.427058286    8.899781480
    0.430570830    8.658483250
    0.434083374    8.437238278
    0.437595918    8.201351313
    0.441108463    7.907732283
    0.444621007    7.516441624
    0.448133551    7.031173435
    0.451646095    6.514035908
    0.455158639    6.059837959
    0.458671184    5.727393875
    0.462183728    5.503089790
    0.465696272    5.331054408
    0.469208816    5.166753822
    0.472721361    4.988184333
    0.476233905    4.794021416
    0.479746449    4.613114736
    0.483258993    4.501683126
    0.486771537    4.492416590
    0.490284082    4.556425602
    0.493796626    4.622281667
    0.497309170    4.631284708
    0.500821714    4.578060479
    0.504334259    4.515406983
    0.507846803    4.503521787
    0.511359347    4.557347231
    0.514871891    4.639048419
    0.518384435    4.689338275
    0.521896980    4.672746804
    0.525409524    4.601296302
    0.528922068    4.519354078
    0.532434612    4.471242926
    0.535947156    4.475286496
    0.539459701    4.514744564
    0.542972245    4.559255496
    0.546484789    4.595684732
    0.549997333    4.628026045
    0.553509878    4.661193013
    0.557022422    4.691093394
    0.560534966    4.736110446
    0.564047510    4.827500908
    0.567560054    4.987541953
    0.571072599    5.199926225
    0.574585143    5.429800024
    0.578097687    5.641057356
    0.581610231    5.799816569
    0.585122776    5.869714634
    0.588635320    5.839827328
    0.592147864    5.749621533
    0.595660408    5.677024642
    0.599172952    5.708862572
    0.602685497    5.901649328
    0.606198041    6.257182236
    0.609710585    6.722306534
    0.613223129    7.222838254
    0.616735673    7.696412459
    0.620248218    8.115406615
    0.623760762    8.482320091
    0.627273306    8.854757204
    0.630785850    9.347286708
    0.634298395   10.065228584
    0.637810939   11.040492878
    0.641323483   12.222554760
    0.644836027   13.528728544
    0.648348571   14.879475679
    0.651861116   16.204475835
    0.655373660   17.451257857
    0.658886204   18.603616131
    0.662398748   19.651540527
    0.665911293   20.558831600
    0.669423837   21.285118536
    0.672936381   21.824258762
    0.676448925   22.204912341
    0.679961469   22.468477312
    0.683474014   22.650030116
    0.686986558   22.773714512
    0.690499102   22.856454257
    0.694011646   22.909449333
    0.697524190   22.941361177
    0.701036735   22.959075548
    0.704549279   22.968074602
    0.708061823   22.972277056
    0.711574367   22.974045500
    0.715086912   22.974642067
    0.718599456   22.974869728
    0.722112000   22.974916699
