#! FIELDS time dist coord uwall.bias uwall.force2
 0.000000 0.280287 4.371236 0.000000 0.000000
 0.500000 0.271500 4.549327 0.000000 0.000000
 1.000000 0.283735 4.848596 0.000000 0.000000
 1.500000 0.273081 4.939993 0.000000 0.000000
 2.000000 0.281017 4.125800 0.000000 0.000000
 2.500000 0.269301 4.682665 0.000000 0.000000
 3.000000 0.266730 4.855973 0.000000 0.000000
 3.500000 0.275047 4.296243 0.000000 0.000000
 4.000000 0.278332 4.036951 0.000000 0.000000
 4.500000 0.297216 4.800033 0.000000 0.000000
 5.000000 0.270622 4.269510 0.000000 0.000000
 5.500000 0.270979 3.925906 0.000000 0.000000
 6.000000 0.307442 4.075908 0.000000 0.000000
 6.500000 0.273628 3.834975 0.000000 0.000000
 7.000000 0.279547 3.943990 0.000000 0.000000
 7.500000 0.280476 3.872858 0.000000 0.000000
 8.000000 0.272768 3.948033 0.000000 0.000000
 8.500000 0.265955 4.104220 0.000000 0.000000
 9.000000 0.292456 3.933278 0.000000 0.000000
 9.500000 0.273095 3.893546 0.000000 0.000000
 10.000000 0.278293 4.431892 0.000000 0.000000
 10.500000 0.269157 4.013408 0.000000 0.000000
 11.000001 0.304103 3.970748 0.000000 0.000000
 11.500001 0.280703 4.188238 0.000000 0.000000
 12.000001 0.304782 4.804826 0.000000 0.000000
 12.500001 0.277465 4.966228 0.000000 0.000000
 13.000001 0.285349 5.154777 0.000000 0.000000
 13.500001 0.280796 5.065420 0.000000 0.000000
 14.000001 0.289435 4.194197 0.000000 0.000000
 14.500001 0.280017 4.322573 0.000000 0.000000
 15.000001 0.281522 4.543500 0.000000 0.000000
 15.500001 0.300354 4.450644 0.000000 0.000000
 16.000001 0.266602 3.795250 0.000000 0.000000
 16.500001 0.263384 4.636034 0.000000 0.000000
 17.000001 0.286906 4.968208 0.000000 0.000000
 17.500001 0.272958 4.085227 0.000000 0.000000
 18.000001 0.272884 3.952683 0.000000 0.000000
 18.500001 0.299648 4.096521 0.000000 0.000000
 19.000001 0.299171 4.209990 0.000000 0.000000
 19.500001 0.267176 3.952997 0.000000 0.000000
 20.000001 0.282609 3.865597 0.000000 0.000000
 20.500001 0.303520 4.412742 0.000000 0.000000
 21.000001 0.279709 3.812835 0.000000 0.000000
 21.500001 0.276918 3.943131 0.000000 0.000000
 22.000001 0.286995 4.184379 0.000000 0.000000
 22.500001 0.280055 4.183654 0.000000 0.000000
 23.000001 0.280484 4.229313 0.000000 0.000000
 23.500001 0.270125 4.285790 0.000000 0.000000
 24.000001 0.282059 4.346991 0.000000 0.000000
 24.500001 0.267066 4.510575 0.000000 0.000000
 25.000001 0.271611 4.789161 0.000000 0.000000
 25.500001 0.275703 3.981962 0.000000 0.000000
 26.000001 0.286974 4.075135 0.000000 0.000000
 26.500001 0.275774 4.118148 0.000000 0.000000
 27.000001 0.275809 4.518698 0.000000 0.000000
 27.500001 0.264582 4.847612 0.000000 0.000000
 28.000001 0.273163 4.500957 0.000000 0.000000
 28.500001 0.275484 4.167214 0.000000 0.000000
 29.000001 0.274170 3.934165 0.000000 0.000000
 29.500001 0.285834 3.826454 0.000000 0.000000
 30.000001 0.270803 4.078630 0.000000 0.000000
 30.500001 0.275670 3.300273 0.000000 0.000000
 31.000001 0.279897 4.072740 0.000000 0.000000
 31.500001 0.248323 4.707728 0.000000 0.000000
 32.000002 0.275245 3.941511 0.000000 0.000000
 32.500002 0.397295 4.925137 0.000000 0.000000
 33.000002 0.402268 5.742845 0.000000 0.000000
 33.500002 0.449752 5.702830 0.000000 0.000000
 34.000002 0.452257 5.774729 0.000000 0.000000
 34.500002 0.499994 5.344583 0.000000 0.000000
 35.000002 0.476947 6.056889 0.000000 0.000000
 35.500002 0.441516 5.805469 0.000000 0.000000
 36.000002 0.449944 5.832526 0.000000 0.000000
 36.500002 0.522609 5.724551 0.000000 0.000000
 37.000002 0.600568 5.571952 0.001292 20.670822
 37.500002 0.536908 5.125669 0.000000 0.000000
 38.000002 0.499573 5.033270 0.000000 0.000000
 38.500002 0.620201 5.397807 1.632252 26116.028762
 39.000002 0.519481 6.009159 0.000000 0.000000
 39.500002 0.595423 6.155376 0.000000 0.000000
 40.000002 0.580061 5.838893 0.000000 0.000000
 40.500002 0.586422 5.889145 0.000000 0.000000
 41.000002 0.625394 5.099454 2.579335 41269.363912
 41.500002 0.621915 5.862069 1.921120 30737.924466
 42.000002 0.498796 5.838116 0.000000 0.000000
 42.500002 0.533489 5.697189 0.000000 0.000000
 43.000002 0.585437 5.809042 0.000000 0.000000
 43.500002 0.570616 6.323457 0.000000 0.000000
 44.000002 0.598062 5.358793 0.000000 0.000000
 44.500002 0.588394 5.677919 0.000000 0.000000
 45.000002 0.547741 5.713459 0.000000 0.000000
 45.500002 0.531200 5.779736 0.000000 0.000000
 46.000002 0.520777 4.914428 0.000000 0.000000
 46.500002 0.466080 5.669616 0.000000 0.000000
 47.000002 0.530405 5.887376 0.000000 0.000000
 47.500002 0.612930 5.496248 0.668693 10699.083404
 48.000002 0.568578 6.155495 0.000000 0.000000
 48.500002 0.600479 5.679624 0.000917 14.672845
 49.000002 0.576086 6.068116 0.000000 0.000000
 49.500002 0.597953 6.261410 0.000000 0.000000
 50.000002 0.579365 6.157338 0.000000 0.000000
 50.500002 0.592279 5.763357 0.000000 0.000000
 51.000002 0.617807 5.942532 1.268306 20292.888486
 51.500002 0.628675 6.202717 3.289005 52624.082036
 52.000002 0.605379 5.975608 0.115745 1851.914027
 52.500002 0.508514 5.820432 0.000000 0.000000
 53.000003 0.526782 6.264360 0.000000 0.000000
 53.500003 0.523331 5.815786 0.000000 0.000000
 54.000003 0.521618 6.421706 0.000000 0.000000
 54.500003 0.523713 6.472466 0.000000 0.000000
 55.000003 0.483255 5.854623 0.000000 0.000000
 55.500003 0.533185 5.796416 0.000000 0.000000
 56.000003 0.550495 5.842834 0.000000 0.000000
 56.500003 0.525911 4.805272 0.000000 0.000000
 57.000003 0.600037 5.175839 0.000006 0.089447
 57.500003 0.606350 4.842660 0.161265 2580.240669
 58.000003 0.556831 4.866066 0.000000 0.000000
